| id  | pathid | xtl  | ytl  | xbr  | ybr  | frame | occluded | outside |
|  402 |      7 |   57 |   14 |  111 |   62 |   645 |        0 |       0 |
|  403 |      7 |   58 |   10 |  112 |   58 |   644 |        0 |       0 |
|  404 |      7 |   46 |   22 |  100 |   70 |   647 |        0 |       0 |
|  405 |      7 |   53 |   22 |  107 |   70 |   646 |        0 |       0 |
|  406 |      7 |  155 |   25 |  204 |   70 |   511 |        0 |       0 |
|  407 |      7 |  135 |   37 |  184 |   82 |   510 |        0 |       0 |
|  408 |      7 |  176 |    6 |  225 |   51 |   513 |        0 |       0 |
|  409 |      7 |  165 |   21 |  214 |   66 |   512 |        0 |       0 |
|  410 |      7 |  193 |    2 |  242 |   47 |   515 |        0 |       0 |
|  411 |      7 |  185 |    0 |  234 |   45 |   514 |        0 |       0 |
|  412 |      7 |  207 |    1 |  256 |   46 |   517 |        0 |       0 |
|  413 |      7 |  197 |    2 |  246 |   47 |   516 |        0 |       0 |
|  414 |      7 |   67 |   52 |  117 |  103 |   458 |        0 |       0 |
|  415 |      7 |   54 |   56 |  104 |  107 |   459 |        0 |       0 |
|  416 |      7 |   55 |  167 |  102 |  210 |   579 |        0 |       0 |
|  417 |      7 |   69 |  140 |  116 |  183 |   578 |        0 |       0 |
|  418 |      7 |  111 |    8 |  165 |   56 |   627 |        0 |       0 |
|  419 |      7 |  117 |    8 |  171 |   56 |   626 |        0 |       0 |
|  420 |      7 |  114 |    8 |  168 |   56 |   625 |        0 |       0 |
|  421 |      7 |  112 |    8 |  166 |   56 |   624 |        0 |       0 |
|  422 |      7 |  131 |   39 |  181 |   90 |   450 |        0 |       0 |
|  423 |      7 |  114 |   36 |  164 |   87 |   451 |        0 |       0 |
|  424 |      7 |  115 |   36 |  165 |   87 |   452 |        0 |       0 |
|  425 |      7 |  105 |   35 |  155 |   86 |   453 |        0 |       0 |
|  426 |      7 |   92 |   39 |  142 |   90 |   454 |        0 |       0 |
|  427 |      7 |   88 |   39 |  138 |   90 |   455 |        0 |       0 |
|  428 |      7 |   81 |   48 |  131 |   99 |   456 |        0 |       0 |
|  429 |      7 |   69 |   50 |  119 |  101 |   457 |        0 |       0 |
|  430 |      7 |  127 |    1 |  181 |   50 |   601 |        0 |       0 |
|  431 |      7 |  126 |    1 |  180 |   50 |   600 |        0 |       0 |
|  432 |      7 |  100 |    0 |  154 |   48 |   662 |        0 |       0 |
|  433 |      7 |   62 |   14 |  116 |   62 |   656 |        0 |       0 |
|  434 |      7 |   72 |   14 |  126 |   62 |   657 |        0 |       0 |
|  435 |      7 |   50 |   18 |  104 |   66 |   654 |        0 |       0 |
|  436 |      7 |   57 |   14 |  111 |   62 |   655 |        0 |       0 |
|  437 |      7 |   39 |   24 |   93 |   72 |   652 |        0 |       0 |
|  438 |      7 |   45 |   24 |   99 |   72 |   653 |        0 |       0 |
|  439 |      7 |  124 |   38 |  173 |   83 |   508 |        0 |       0 |
|  440 |      7 |  131 |   37 |  180 |   82 |   509 |        0 |       0 |
|  441 |      7 |  110 |   43 |  159 |   88 |   506 |        0 |       0 |
|  442 |      7 |  118 |   43 |  167 |   88 |   507 |        0 |       0 |
|  443 |      7 |   89 |   48 |  138 |   93 |   504 |        0 |       0 |
|  444 |      7 |  103 |   43 |  152 |   88 |   505 |        0 |       0 |
|  445 |      7 |   68 |   53 |  117 |   98 |   502 |        0 |       0 |
|  446 |      7 |   74 |   53 |  123 |   98 |   503 |        0 |       0 |
|  447 |      7 |   53 |   69 |  102 |  114 |   500 |        0 |       0 |
|  448 |      7 |   55 |   66 |  104 |  111 |   501 |        0 |       0 |
|  449 |      7 |  120 |   26 |  167 |   69 |   568 |        0 |       0 |
|  450 |      7 |  122 |   26 |  169 |   69 |   569 |        0 |       0 |
|  451 |      7 |  100 |    8 |  154 |   56 |   632 |        0 |       0 |
|  452 |      7 |   95 |    7 |  149 |   55 |   633 |        0 |       0 |
|  453 |      7 |   93 |    1 |  147 |   49 |   634 |        0 |       0 |
|  454 |      7 |   87 |    1 |  141 |   49 |   635 |        0 |       0 |
|  455 |      7 |   85 |    0 |  139 |   48 |   636 |        0 |       0 |
|  456 |      7 |   87 |    0 |  141 |   48 |   637 |        0 |       0 |
|  457 |      7 |    0 |   72 |   50 |  123 |   465 |        0 |       0 |
|  458 |      7 |    0 |   67 |   50 |  118 |   464 |        0 |       0 |
|  459 |      7 |  134 |   29 |  181 |   72 |   562 |        0 |       0 |
|  460 |      7 |  136 |   24 |  183 |   67 |   563 |        0 |       0 |
|  461 |      7 |   36 |   60 |   86 |  111 |   461 |        0 |       0 |
|  462 |      7 |   43 |   57 |   93 |  108 |   460 |        0 |       0 |
|  463 |      7 |    4 |   67 |   54 |  118 |   463 |        0 |       0 |
|  464 |      7 |   19 |   66 |   69 |  117 |   462 |        0 |       0 |
|  465 |      7 |   83 |   11 |  137 |   59 |   658 |        0 |       0 |
|  466 |      7 |   91 |    7 |  145 |   55 |   659 |        0 |       0 |
|  467 |      7 |  105 |    8 |  159 |   56 |   631 |        0 |       0 |
|  468 |      7 |  120 |    1 |  174 |   49 |   605 |        0 |       0 |
|  469 |      7 |  123 |    3 |  177 |   51 |   604 |        0 |       0 |
|  470 |      7 |  115 |    1 |  169 |   49 |   607 |        0 |       0 |
|  471 |      7 |  125 |    1 |  179 |   49 |   606 |        0 |       0 |
|  472 |      7 |  150 |   17 |  197 |   60 |   559 |        0 |       0 |
|  473 |      7 |  155 |   19 |  202 |   62 |   558 |        0 |       0 |
|  474 |      7 |  125 |    0 |  179 |   48 |   603 |        0 |       0 |
|  475 |      7 |  124 |    1 |  178 |   50 |   602 |        0 |       0 |
|  476 |      7 |  183 |    0 |  230 |   43 |   555 |        0 |       0 |
|  477 |      7 |  196 |    0 |  243 |   43 |   554 |        0 |       0 |
|  478 |      7 |  164 |    1 |  211 |   44 |   557 |        0 |       0 |
|  479 |      7 |  173 |    0 |  220 |   43 |   556 |        0 |       0 |
|  480 |      7 |  237 |    5 |  284 |   50 |   551 |        0 |       0 |
|  481 |      7 |  248 |   10 |  295 |   55 |   550 |        0 |       0 |
|  482 |      7 |  200 |    0 |  247 |   44 |   553 |        0 |       0 |
|  483 |      7 |  223 |    1 |  270 |   46 |   552 |        0 |       0 |
|  484 |      7 |   41 |   22 |   95 |   70 |   648 |        0 |       0 |
|  485 |      7 |   88 |    4 |  142 |   52 |   641 |        0 |       0 |
|  486 |      7 |   91 |    2 |  145 |   50 |   640 |        0 |       0 |
|  487 |      7 |  149 |   18 |  196 |   61 |   560 |        0 |       0 |
|  488 |      7 |  144 |   22 |  191 |   65 |   561 |        0 |       0 |
|  489 |      7 |  101 |    9 |  155 |   57 |   618 |        0 |       0 |
|  490 |      7 |  106 |    9 |  160 |   57 |   619 |        0 |       0 |
|  491 |      7 |  101 |   18 |  155 |   66 |   612 |        0 |       0 |
|  492 |      7 |  125 |   24 |  172 |   67 |   564 |        0 |       0 |
|  493 |      7 |   97 |   12 |  151 |   60 |   610 |        0 |       0 |
|  494 |      7 |   95 |   12 |  149 |   60 |   611 |        0 |       0 |
|  495 |      7 |   98 |   13 |  152 |   61 |   616 |        0 |       0 |
|  496 |      7 |  102 |   14 |  156 |   62 |   617 |        0 |       0 |
|  497 |      7 |  102 |   15 |  156 |   63 |   614 |        0 |       0 |
|  498 |      7 |  118 |   26 |  165 |   69 |   565 |        0 |       0 |
|  499 |      7 |   37 |   22 |   91 |   70 |   649 |        0 |       0 |
|  500 |      7 |  112 |   26 |  159 |   69 |   566 |        0 |       0 |
|  501 |      7 |   40 |  194 |   89 |  239 |   489 |        0 |       0 |
|  502 |      7 |   42 |  194 |   91 |  239 |   488 |        0 |       0 |
|  503 |      7 |   40 |  193 |   89 |  239 |   487 |        0 |       0 |
|  504 |      7 |   38 |  191 |   87 |  239 |   486 |        0 |       0 |
|  505 |      7 |   38 |  189 |   87 |  238 |   485 |        0 |       0 |
|  506 |      7 |   39 |  190 |   88 |  239 |   484 |        0 |       0 |
|  507 |      7 |   39 |  187 |   88 |  237 |   483 |        0 |       0 |
|  508 |      7 |   27 |  182 |   76 |  232 |   482 |        0 |       0 |
|  509 |      7 |   22 |  176 |   71 |  226 |   481 |        0 |       0 |
|  510 |      7 |   16 |  166 |   65 |  216 |   480 |        0 |       0 |
|  511 |      7 |   91 |    0 |  145 |   48 |   638 |        0 |       0 |
|  512 |      7 |  101 |    8 |  155 |   56 |   609 |        0 |       0 |
|  513 |      7 |   37 |   25 |   91 |   73 |   650 |        0 |       0 |
|  514 |      7 |   22 |  107 |   71 |  157 |   478 |        0 |       0 |
|  515 |      7 |    3 |  154 |   52 |  204 |   479 |        0 |       0 |
|  516 |      7 |  121 |   44 |  168 |   87 |   572 |        0 |       0 |
|  517 |      7 |   88 |    1 |  142 |   49 |   639 |        0 |       0 |
|  518 |      8 |   18 |   88 |   69 |  140 |   692 |        0 |       0 |
|  519 |      8 |   23 |   88 |   74 |  140 |   693 |        0 |       0 |
|  520 |      8 |   12 |   88 |   63 |  140 |   690 |        0 |       0 |
|  521 |      8 |   18 |   88 |   69 |  140 |   691 |        0 |       0 |
|  522 |      8 |   19 |   82 |   70 |  134 |   696 |        0 |       0 |
|  523 |      8 |   21 |   82 |   72 |  134 |   697 |        0 |       0 |
|  524 |      8 |   24 |   87 |   75 |  139 |   694 |        0 |       0 |
|  525 |      8 |   24 |   83 |   75 |  135 |   695 |        0 |       0 |
|  526 |      8 |   21 |   86 |   72 |  138 |   698 |        0 |       0 |
|  527 |      8 |   17 |   86 |   68 |  138 |   699 |        0 |       0 |
|  528 |      8 |   63 |  186 |  113 |  237 |   818 |        0 |       0 |
|  529 |      8 |  210 |  161 |  261 |  213 |   810 |        0 |       0 |
|  530 |      8 |  214 |  172 |  265 |  224 |   811 |        0 |       0 |
|  531 |      8 |  204 |  172 |  255 |  224 |   812 |        0 |       0 |
|  532 |      8 |  187 |  161 |  238 |  213 |   813 |        0 |       0 |
|  533 |      8 |  160 |  161 |  211 |  213 |   814 |        0 |       0 |
|  534 |      8 |  133 |  167 |  184 |  219 |   815 |        0 |       0 |
|  535 |      8 |   87 |  180 |  137 |  231 |   816 |        0 |       0 |
|  536 |      8 |   64 |  186 |  114 |  237 |   817 |        0 |       0 |
|  537 |      8 |   26 |   78 |   77 |  130 |   678 |        0 |       0 |
|  538 |      8 |   22 |   85 |   73 |  137 |   679 |        0 |       0 |
|  539 |      8 |  123 |   67 |  174 |  119 |   719 |        0 |       0 |
|  540 |      8 |  119 |   67 |  170 |  119 |   718 |        0 |       0 |
|  541 |      8 |  114 |   62 |  165 |  114 |   717 |        0 |       0 |
|  542 |      8 |  114 |   78 |  165 |  130 |   716 |        0 |       0 |
|  543 |      8 |  114 |   76 |  165 |  128 |   715 |        0 |       0 |
|  544 |      8 |  118 |   65 |  169 |  117 |   714 |        0 |       0 |
|  545 |      8 |  119 |   75 |  170 |  127 |   713 |        0 |       0 |
|  546 |      8 |  111 |   78 |  162 |  130 |   712 |        0 |       0 |
|  547 |      8 |  104 |   78 |  155 |  130 |   711 |        0 |       0 |
|  548 |      8 |  100 |   78 |  151 |  130 |   710 |        0 |       0 |
|  549 |      8 |  139 |   59 |  189 |  107 |   892 |        0 |       0 |
|  550 |      8 |  107 |  135 |  157 |  185 |   829 |        0 |       0 |
|  551 |      8 |   95 |  156 |  145 |  206 |   828 |        0 |       0 |
|  552 |      8 |   62 |  189 |  112 |  239 |   825 |        0 |       0 |
|  553 |      8 |   66 |  189 |  116 |  239 |   824 |        0 |       0 |
|  554 |      8 |   67 |  187 |  117 |  237 |   827 |        0 |       0 |
|  555 |      8 |   62 |  187 |  112 |  237 |   826 |        0 |       0 |
|  556 |      8 |   59 |  189 |  109 |  239 |   821 |        0 |       0 |
|  557 |      8 |   63 |  189 |  113 |  239 |   820 |        0 |       0 |
|  558 |      8 |   59 |  189 |  109 |  239 |   823 |        0 |       0 |
|  559 |      8 |   63 |  189 |  113 |  239 |   822 |        0 |       0 |
|  560 |      8 |  155 |   90 |  205 |  138 |   890 |        0 |       0 |
|  561 |      8 |  168 |   59 |  218 |  109 |   862 |        0 |       0 |
|  562 |      8 |   87 |   91 |  138 |  143 |   708 |        0 |       0 |
|  563 |      8 |   98 |   86 |  149 |  138 |   709 |        0 |       0 |
|  564 |      8 |  139 |   78 |  189 |  126 |   891 |        0 |       0 |
|  565 |      8 |   24 |   81 |   75 |  133 |   704 |        0 |       0 |
|  566 |      8 |   28 |   86 |   79 |  138 |   705 |        0 |       0 |
|  567 |      8 |   42 |   86 |   93 |  138 |   706 |        0 |       0 |
|  568 |      8 |   57 |   92 |  108 |  144 |   707 |        0 |       0 |
|  569 |      8 |   22 |   86 |   73 |  138 |   700 |        0 |       0 |
|  570 |      8 |   23 |   86 |   74 |  138 |   701 |        0 |       0 |
|  571 |      8 |  139 |   67 |  189 |  115 |   893 |        0 |       0 |
|  572 |      8 |   23 |   81 |   74 |  133 |   703 |        0 |       0 |
|  573 |      8 |   63 |  139 |  114 |  191 |   776 |        0 |       0 |
|  574 |      8 |  146 |  130 |  197 |  182 |   797 |        0 |       0 |
|  575 |      8 |  137 |  136 |  188 |  188 |   796 |        0 |       0 |
|  576 |      8 |  118 |  136 |  169 |  188 |   795 |        0 |       0 |
|  577 |      8 |  118 |  128 |  169 |  180 |   794 |        0 |       0 |
|  578 |      8 |  112 |  127 |  163 |  179 |   793 |        0 |       0 |
|  579 |      8 |  101 |  127 |  152 |  179 |   792 |        0 |       0 |
|  580 |      8 |   93 |  122 |  144 |  174 |   791 |        0 |       0 |
|  581 |      8 |   86 |  119 |  137 |  171 |   790 |        0 |       0 |
|  582 |      8 |  118 |   25 |  168 |   75 |   838 |        0 |       0 |
|  583 |      8 |  121 |   22 |  171 |   72 |   839 |        0 |       0 |
|  584 |      8 |  181 |  141 |  232 |  193 |   799 |        0 |       0 |
|  585 |      8 |  167 |  131 |  218 |  183 |   798 |        0 |       0 |
|  586 |      8 |  113 |    3 |  163 |   53 |   847 |        0 |       0 |
|  587 |      8 |  106 |    3 |  156 |   53 |   846 |        0 |       0 |
|  588 |      8 |   83 |  125 |  134 |  177 |   784 |        0 |       0 |
|  589 |      8 |   84 |  121 |  135 |  173 |   785 |        0 |       0 |
|  590 |      8 |   85 |  130 |  136 |  182 |   786 |        0 |       0 |
|  591 |      8 |   86 |  135 |  137 |  187 |   787 |        0 |       0 |
|  592 |      8 |   86 |  114 |  137 |  166 |   780 |        0 |       0 |
|  593 |      8 |   85 |  116 |  136 |  168 |   781 |        0 |       0 |
|  594 |      8 |   85 |  120 |  136 |  172 |   782 |        0 |       0 |
|  595 |      8 |   83 |  121 |  134 |  173 |   783 |        0 |       0 |
|  596 |      8 |  125 |   56 |  175 |  104 |   896 |        0 |       0 |
|  597 |      8 |   86 |  125 |  137 |  177 |   788 |        0 |       0 |
|  598 |      8 |   86 |  128 |  137 |  180 |   789 |        0 |       0 |
|  599 |      8 |  137 |   17 |  187 |   67 |   849 |        0 |       0 |
|  600 |      8 |  122 |   13 |  172 |   63 |   848 |        0 |       0 |
|  601 |      8 |  121 |  162 |  171 |  210 |   883 |        0 |       0 |
|  602 |      8 |  111 |   56 |  161 |  104 |   897 |        0 |       0 |
|  603 |      8 |   86 |  178 |  136 |  226 |   882 |        0 |       0 |
|  604 |      8 |   58 |  191 |  108 |  239 |   880 |        0 |       0 |
|  605 |      8 |  155 |  100 |  205 |  148 |   887 |        0 |       0 |
|  606 |      8 |  155 |  114 |  205 |  162 |   886 |        0 |       0 |
|  607 |      8 |  197 |   12 |  247 |   62 |   854 |        0 |       0 |
|  608 |      8 |  194 |    9 |  244 |   59 |   855 |        0 |       0 |
|  609 |      8 |  198 |   11 |  248 |   61 |   856 |        0 |       0 |
|  610 |      8 |  206 |   11 |  256 |   61 |   857 |        0 |       0 |
|  611 |      8 |  152 |   17 |  202 |   67 |   850 |        0 |       0 |
|  612 |      8 |  159 |   12 |  209 |   62 |   851 |        0 |       0 |
|  613 |      8 |  178 |   12 |  228 |   62 |   852 |        0 |       0 |
|  614 |      8 |   68 |   74 |  118 |  122 |   901 |        0 |       0 |
|  615 |      8 |  131 |   82 |  181 |  132 |   832 |        0 |       0 |
|  616 |      8 |  196 |   15 |  246 |   65 |   858 |        0 |       0 |
|  617 |      8 |  196 |   21 |  246 |   71 |   859 |        0 |       0 |
|  618 |      8 |  117 |   90 |  168 |  142 |   737 |        0 |       0 |
|  619 |      8 |  114 |   98 |  165 |  150 |   736 |        0 |       0 |
|  620 |      8 |  133 |   87 |  184 |  139 |   739 |        0 |       0 |
|  621 |      8 |  129 |   88 |  180 |  140 |   738 |        0 |       0 |
|  622 |      8 |   17 |  105 |   68 |  157 |   753 |        0 |       0 |
|  623 |      8 |   29 |  105 |   80 |  157 |   752 |        0 |       0 |
|  624 |      8 |   34 |  101 |   85 |  153 |   751 |        0 |       0 |
|  625 |      8 |   51 |  101 |  102 |  153 |   750 |        0 |       0 |
|  626 |      8 |    4 |  132 |   55 |  184 |   755 |        0 |       0 |
|  627 |      8 |    5 |  120 |   56 |  172 |   754 |        0 |       0 |
|  628 |      8 |  101 |    0 |  151 |   50 |   845 |        0 |       0 |
|  629 |      8 |  105 |    1 |  155 |   51 |   844 |        0 |       0 |
|  630 |      8 |  156 |  130 |  206 |  178 |   885 |        0 |       0 |
|  631 |      8 |  109 |    2 |  159 |   52 |   843 |        0 |       0 |
|  632 |      8 |  109 |    9 |  159 |   59 |   842 |        0 |       0 |
|  633 |      8 |  199 |  119 |  249 |  169 |   869 |        0 |       0 |
|  634 |      8 |  186 |   95 |  236 |  145 |   868 |        0 |       0 |
|  635 |      8 |  111 |    9 |  161 |   59 |   841 |        0 |       0 |
|  636 |      8 |  114 |  126 |  164 |  176 |   830 |        0 |       0 |
|  637 |      8 |  195 |   32 |  245 |   82 |   860 |        0 |       0 |
|  638 |      8 |  168 |   55 |  218 |  105 |   863 |        0 |       0 |
|  639 |      8 |  120 |   10 |  170 |   60 |   840 |        0 |       0 |
|  640 |      8 |  168 |   77 |  218 |  127 |   865 |        0 |       0 |
|  641 |      8 |  168 |   65 |  218 |  115 |   864 |        0 |       0 |
|  642 |      8 |  176 |   84 |  226 |  134 |   867 |        0 |       0 |
|  643 |      8 |  176 |   74 |  226 |  124 |   866 |        0 |       0 |
|  644 |      8 |  139 |  103 |  190 |  155 |   722 |        0 |       0 |
|  645 |      8 |  129 |   81 |  180 |  133 |   720 |        0 |       0 |
|  646 |      8 |  135 |   99 |  186 |  151 |   721 |        0 |       0 |
|  647 |      8 |  143 |   92 |  194 |  144 |   740 |        0 |       0 |
|  648 |      8 |  143 |   84 |  194 |  136 |   741 |        0 |       0 |
|  649 |      8 |  146 |   77 |  197 |  129 |   742 |        0 |       0 |
|  650 |      8 |  146 |   67 |  197 |  119 |   743 |        0 |       0 |
|  651 |      8 |  139 |   69 |  190 |  121 |   744 |        0 |       0 |
|  652 |      8 |  126 |   84 |  177 |  136 |   745 |        0 |       0 |
|  653 |      8 |  124 |   82 |  175 |  134 |   746 |        0 |       0 |
|  654 |      8 |  107 |   83 |  158 |  135 |   747 |        0 |       0 |
|  655 |      8 |   83 |   95 |  134 |  147 |   748 |        0 |       0 |
|  656 |      8 |   69 |   95 |  120 |  147 |   749 |        0 |       0 |
|  657 |      8 |  155 |   81 |  205 |  129 |   889 |        0 |       0 |
|  658 |      8 |  155 |   97 |  205 |  145 |   888 |        0 |       0 |
|  659 |      8 |   60 |  191 |  110 |  239 |   878 |        0 |       0 |
|  660 |      8 |   54 |  191 |  104 |  239 |   879 |        0 |       0 |
|  661 |      8 |   53 |  189 |  103 |  238 |   877 |        0 |       0 |
|  662 |      8 |   64 |  190 |  114 |  239 |   874 |        0 |       0 |
|  663 |      8 |   59 |  190 |  109 |  239 |   875 |        0 |       0 |
|  664 |      8 |   71 |  173 |  121 |  223 |   872 |        0 |       0 |
|  665 |      8 |   72 |  190 |  122 |  239 |   873 |        0 |       0 |
|  666 |      8 |  206 |  119 |  256 |  169 |   870 |        0 |       0 |
|  667 |      8 |   86 |  167 |  136 |  217 |   871 |        0 |       0 |
|  668 |      8 |   31 |   67 |   82 |  119 |   675 |        0 |       0 |
|  669 |      8 |   27 |   71 |   78 |  123 |   676 |        0 |       0 |
|  670 |      8 |   49 |  149 |  100 |  201 |   775 |        0 |       0 |
|  671 |      8 |   28 |  150 |   79 |  202 |   774 |        0 |       0 |
|  672 |      8 |   69 |  131 |  120 |  183 |   777 |        0 |       0 |
|  673 |      8 |   26 |   71 |   77 |  123 |   677 |        0 |       0 |
|  674 |      8 |  139 |   50 |  189 |   98 |   894 |        0 |       0 |
|  675 |      8 |  125 |   50 |  175 |   98 |   895 |        0 |       0 |
|  676 |      8 |    4 |  159 |   55 |  211 |   773 |        0 |       0 |
|  677 |      8 |  139 |   67 |  189 |  117 |   833 |        0 |       0 |
|  678 |      8 |   92 |   56 |  142 |  104 |   898 |        0 |       0 |
|  679 |      8 |   84 |   59 |  134 |  107 |   899 |        0 |       0 |
|  680 |      8 |   88 |  120 |  139 |  172 |   779 |        0 |       0 |
|  681 |      8 |   72 |  120 |  123 |  172 |   778 |        0 |       0 |
|  682 |      8 |  123 |  101 |  173 |  151 |   831 |        0 |       0 |
|  683 |      8 |  139 |   46 |  189 |   96 |   836 |        0 |       0 |
|  684 |      8 |  139 |   32 |  189 |   82 |   837 |        0 |       0 |
|  685 |      8 |  194 |  147 |  245 |  199 |   800 |        0 |       0 |
|  686 |      8 |  139 |   56 |  189 |  106 |   834 |        0 |       0 |
|  687 |      8 |  263 |  159 |  314 |  211 |   807 |        0 |       0 |
|  688 |      8 |  254 |  160 |  305 |  212 |   809 |        0 |       0 |
|  689 |      8 |  256 |  159 |  307 |  211 |   808 |        0 |       0 |
|  690 |      8 |   11 |   88 |   62 |  140 |   689 |        0 |       0 |
|  691 |      8 |   17 |   89 |   68 |  141 |   688 |        0 |       0 |
|  692 |      8 |   18 |   92 |   69 |  144 |   685 |        0 |       0 |
|  693 |      8 |   12 |   91 |   63 |  143 |   684 |        0 |       0 |
|  694 |      8 |   16 |   89 |   67 |  141 |   687 |        0 |       0 |
|  695 |      8 |    9 |   92 |   60 |  144 |   686 |        0 |       0 |
|  696 |      8 |   15 |   90 |   66 |  142 |   681 |        0 |       0 |
|  697 |      8 |   18 |   87 |   69 |  139 |   680 |        0 |       0 |
|  698 |      8 |   15 |   91 |   66 |  143 |   683 |        0 |       0 |
|  699 |      8 |    9 |   96 |   60 |  148 |   682 |        0 |       0 |
|  700 |      9 |   44 |  176 |   96 |  227 |  1371 |        0 |       0 |
|  701 |      9 |   44 |  180 |   96 |  231 |  1370 |        0 |       0 |
|  702 |      9 |   41 |  176 |   93 |  227 |  1373 |        0 |       0 |
|  703 |      9 |   43 |  180 |   95 |  231 |  1372 |        0 |       0 |
|  704 |      9 |   43 |  177 |   95 |  228 |  1374 |        0 |       0 |
|  705 |      9 |   43 |  177 |   95 |  228 |  1377 |        0 |       0 |
|  706 |      9 |   43 |  177 |   95 |  228 |  1376 |        0 |       0 |
|  707 |      9 |  135 |  173 |  186 |  223 |  1465 |        0 |       0 |
|  708 |      9 |   43 |  177 |   95 |  228 |  1378 |        0 |       0 |
|  709 |      9 |  149 |  183 |  200 |  233 |  1461 |        0 |       0 |
|  710 |      9 |  168 |  186 |  219 |  236 |  1460 |        0 |       0 |
|  711 |      9 |  127 |  188 |  178 |  238 |  1463 |        0 |       0 |
|  712 |      9 |  132 |  188 |  183 |  238 |  1462 |        0 |       0 |
|  713 |      9 |   25 |  148 |   77 |  199 |  1403 |        0 |       0 |
|  714 |      9 |   22 |  138 |   74 |  189 |  1402 |        0 |       0 |
|  715 |      9 |   40 |  174 |   92 |  225 |  1407 |        0 |       0 |
|  716 |      9 |   40 |  166 |   92 |  217 |  1406 |        0 |       0 |
|  717 |      9 |   36 |  176 |   88 |  227 |  1418 |        0 |       0 |
|  718 |      9 |   47 |  179 |   99 |  230 |  1419 |        0 |       0 |
|  719 |      9 |   41 |  177 |   93 |  228 |  1388 |        0 |       0 |
|  720 |      9 |   29 |  180 |   81 |  231 |  1391 |        0 |       0 |
|  721 |      9 |   47 |  170 |   99 |  221 |  1410 |        0 |       0 |
|  722 |      9 |   46 |  166 |   98 |  217 |  1411 |        0 |       0 |
|  723 |      9 |   48 |  175 |  100 |  226 |  1412 |        0 |       0 |
|  724 |      9 |   48 |  169 |  100 |  220 |  1413 |        0 |       0 |
|  725 |      9 |   54 |  181 |  106 |  232 |  1414 |        0 |       0 |
|  726 |      9 |   49 |  178 |  101 |  229 |  1415 |        0 |       0 |
|  727 |      9 |   38 |  181 |   90 |  232 |  1416 |        0 |       0 |
|  728 |      9 |   36 |  172 |   88 |  223 |  1417 |        0 |       0 |
|  729 |      9 |   53 |  175 |  105 |  226 |  1409 |        0 |       0 |
|  730 |      9 |   29 |  168 |   81 |  219 |  1399 |        0 |       0 |
|  731 |      9 |   29 |  168 |   81 |  219 |  1398 |        0 |       0 |
|  732 |      9 |   28 |  175 |   80 |  226 |  1397 |        0 |       0 |
|  733 |      9 |   18 |  175 |   70 |  226 |  1396 |        0 |       0 |
|  734 |      9 |   11 |  136 |   63 |  187 |  1401 |        0 |       0 |
|  735 |      9 |   34 |  175 |   86 |  226 |  1394 |        0 |       0 |
|  736 |      9 |   35 |  178 |   87 |  229 |  1393 |        0 |       0 |
|  737 |      9 |   41 |  180 |   93 |  231 |  1392 |        0 |       0 |
|  738 |      9 |   42 |  164 |   94 |  215 |  1405 |        0 |       0 |
|  739 |      9 |   29 |  177 |   81 |  228 |  1390 |        0 |       0 |
|  740 |      9 |   43 |  179 |   95 |  230 |  1384 |        0 |       0 |
|  741 |      9 |   43 |  179 |   95 |  230 |  1386 |        0 |       0 |
|  742 |      9 |  128 |  194 |  180 |  239 |  1436 |        0 |       0 |
|  743 |      9 |  128 |  189 |  179 |  239 |  1437 |        0 |       0 |
|  744 |      9 |  121 |  191 |  173 |  239 |  1434 |        0 |       0 |
|  745 |      9 |  124 |  192 |  176 |  239 |  1435 |        0 |       0 |
|  746 |      9 |   96 |  179 |  148 |  230 |  1430 |        0 |       0 |
|  747 |      9 |  105 |  184 |  157 |  235 |  1431 |        0 |       0 |
|  748 |      9 |   43 |  185 |   95 |  236 |  1381 |        0 |       0 |
|  749 |      9 |   46 |  186 |   98 |  237 |  1382 |        0 |       0 |
|  750 |      9 |   44 |  183 |   96 |  234 |  1383 |        0 |       0 |
|  751 |      9 |   48 |  179 |  100 |  230 |  1420 |        0 |       0 |
|  752 |      9 |   42 |  173 |   94 |  224 |  1425 |        0 |       0 |
|  753 |      9 |   85 |  179 |  137 |  230 |  1427 |        0 |       0 |
|  754 |      9 |   67 |  174 |  119 |  225 |  1426 |        0 |       0 |
|  755 |      9 |  161 |  150 |  212 |  200 |  1506 |        0 |       0 |
|  756 |      9 |  167 |  142 |  218 |  192 |  1507 |        0 |       0 |
|  757 |      9 |  144 |  141 |  195 |  191 |  1505 |        0 |       0 |
|  758 |      9 |  171 |  137 |  222 |  187 |  1508 |        0 |       0 |
|  759 |      9 |  270 |   58 |  319 |  108 |  1509 |        0 |       0 |
|  760 |      9 |   45 |  183 |   97 |  234 |  1359 |        0 |       0 |
|  761 |      9 |   45 |  182 |   97 |  233 |  1358 |        0 |       0 |
|  762 |      9 |   30 |  179 |   82 |  230 |  1353 |        0 |       0 |
|  763 |      9 |   21 |  179 |   73 |  230 |  1351 |        0 |       0 |
|  764 |      9 |   21 |  177 |   73 |  228 |  1350 |        0 |       0 |
|  765 |      9 |   39 |  180 |   91 |  231 |  1357 |        0 |       0 |
|  766 |      9 |   35 |  180 |   87 |  231 |  1356 |        0 |       0 |
